1,1003,angry,0
2,1003,disgust,0
3,1003,fear,0
4,1003,happy,0.025917927
5,1003,sad,0.004319654
6,1003,surprise,0
7,1003,neutral,0.969762419
8,1001,angry,0.062962963
9,1001,disgust,0
10,1001,fear,0.009259259
11,1001,happy,0.001851852
12,1001,sad,0.014814815
13,1001,surprise,0.012962963
14,1001,neutral,0.898148148
15,1004,angry,0.135496183
16,1004,disgust,0
17,1004,fear,0
18,1004,happy,0
19,1004,sad,0.118320611
20,1004,surprise,0
21,1004,neutral,0.746183206
22,1005,angry,0.002386635
23,1005,disgust,0
24,1005,fear,0
25,1005,happy,0.202863962
26,1005,sad,0.212410501
27,1005,surprise,0
28,1005,neutral,0.582338902
29,1007,angry,0.993506494
30,1007,disgust,0
31,1007,fear,0
32,1007,happy,0
33,1007,sad,0
34,1007,surprise,0
35,1007,neutral,0.006493506
36,1999,angry,0.08974359
37,1999,disgust,0.000534188
38,1999,fear,0.319978632
39,1999,happy,0.009081197
40,1999,sad,0.281517094
41,1999,surprise,0.001602564
42,1999,neutral,0.297542735
43,1009,angry,0.191208791
44,1009,disgust,0
45,1009,fear,0
46,1009,happy,0
47,1009,sad,0.294505495
48,1009,surprise,0
49,1009,neutral,0.514285714
50,1006,angry,0.379591837
51,1006,disgust,0
52,1006,fear,0
53,1006,happy,0.010204082
54,1006,sad,0.132653061
55,1006,surprise,0.002040816
56,1006,neutral,0.475510204
57,1008,angry,0.166007905
58,1008,disgust,0.010540184
59,1008,fear,0
60,1008,happy,0.046113307
61,1008,sad,0.711462451
62,1008,surprise,0
63,1008,neutral,0.065876153
64,1011,angry,0.251815981
65,1011,disgust,0
66,1011,fear,0
67,1011,happy,0
68,1011,sad,0.578692494
69,1011,surprise,0
70,1011,neutral,0.169491525
71,1010,angry,0.127753304
72,1010,disgust,0.002202643
73,1010,fear,0.00660793
74,1010,happy,0
75,1010,sad,0.140969163
76,1010,surprise,0.00660793
77,1010,neutral,0.715859031
78,1012,angry,0.25462963
79,1012,disgust,0
80,1012,fear,0
81,1012,happy,0.030092593
82,1012,sad,0
83,1012,surprise,0
84,1012,neutral,0.715277778
85,1013,angry,0.047314578
86,1013,disgust,0
87,1013,fear,0
88,1013,happy,0.044757033
89,1013,sad,0
90,1013,surprise,0
91,1013,neutral,0.907928389
92,16,angry,0.001259446
93,16,disgust,0
94,16,fear,0.008816121
95,16,happy,0.426322418
96,16,sad,0.154282116
97,16,surprise,0
98,16,neutral,0.409319899
99,1018,angry,0
100,1018,disgust,0
101,1018,fear,0
102,1018,happy,0.806228374
103,1018,sad,0.003460208
104,1018,surprise,0
105,1018,neutral,0.190311419
106,1021,angry,0.089871612
107,1021,disgust,0.001426534
108,1021,fear,0.002853067
109,1021,happy,0.021398003
110,1021,sad,0.446504993
111,1021,surprise,0.011412268
112,1021,neutral,0.426533524
113,1022,angry,0.028358209
114,1022,disgust,0
115,1022,fear,0
116,1022,happy,0.005970149
117,1022,sad,0
118,1022,surprise,0
119,1022,neutral,0.965671642
120,1023,angry,0.008486563
121,1023,disgust,0
122,1023,fear,0
123,1023,happy,0
124,1023,sad,0.007072136
125,1023,surprise,0
126,1023,neutral,0.984441301
127,1015,angry,0.124365482
128,1015,disgust,0
129,1015,fear,0
130,1015,happy,0.271573604
131,1015,sad,0.04822335
132,1015,surprise,0
133,1015,neutral,0.555837563
134,1019,angry,0
135,1019,disgust,0
136,1019,fear,0
137,1019,happy,0.003663004
138,1019,sad,0.093406593
139,1019,surprise,0
140,1019,neutral,0.902930403
141,1014,angry,0.069802731
142,1014,disgust,0
143,1014,fear,0.013657056
144,1014,happy,0.054628225
145,1014,sad,0.257966616
146,1014,surprise,0
147,1014,neutral,0.603945372
148,1002,angry,0.201863354
149,1002,disgust,0
150,1002,fear,0.065217391
151,1002,happy,0.310559006
152,1002,sad,0.01863354
153,1002,surprise,0.00310559
154,1002,neutral,0.400621118
155,1017,angry,0.021276596
156,1017,disgust,0
157,1017,fear,0.019148936
158,1017,happy,0.3
159,1017,sad,0.170212766
160,1017,surprise,0
161,1017,neutral,0.489361702
NULL,NULL,NULL,NULL
